Anime_id,Title,Genre,Synopsis,Type,Producer,Studio,Rating,ScoredBy,Popularity,Members,Episodes,Source,Aired,Link,is_hentai
5415,La Rose de Versailles,,"Toei Animation announced the new movie based on the classic anime and manga. This project is most likely canceled and a trailer is all that remains, which is what this entry encompasses.",Special,,,6.02,,7226.0,2714.0,,,2007,https://myanimelist.net/anime/5415/La_Rose_de_Versailles,False
3054,La Seine no Hoshi,"['Adventure', 'Historical', 'Drama', 'Shoujo']","The story is set in Paris, on the night before the France Revolution. The civilians have been suffering under the tyrannical rule of Louis, the sixteenth. In order to release the people from their suffering, Simone, a young girl whose parents were killed by the aristocrats, decides to challenge the corrupted aristocrats. Covering her face with a red mask and leaving a red carnation as a mark of her presence, Simone is La Seine no Hoshi. 
 
(Source: ANN)",TV,,['Sunrise'],6.62,478.0,8409.0,1294.0,39.0,Unknown,"Apr 4, 1975 to Dec 26, 1975",https://myanimelist.net/anime/3054/La_Seine_no_Hoshi,False
7148,Ladies versus Butlers!,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'School']","Hino Akiharu lost his parents when he was small and was adopted into his uncle's family. He didn't want to be a burden on his uncle's family and decides to enter a free boarding school as a butler, Hakureiryou high school. However, his delinquent boy-like appearance frightens the girls, who make up the majority of the students. Unable to get along with the classmates, Akiharu meets his childhood crush Saikyou Tomomi. ",TV,"['Geneon Universal Entertainment', 'Lantis', 'AT-X', 'KlockWorx', 'ASCII Media Works', 'BIGLOBE']",['Xebec'],6.81,64690.0,755.0,123368.0,12.0,Light novel,"Jan 5, 2010 to Mar 23, 2010",https://myanimelist.net/anime/7148/Ladies_versus_Butlers,False
2542,Lady Georgie,"['Drama', 'Historical', 'Romance', 'Shoujo']","An Australian farmer returns home from the woods with a baby named Georgie. The girl lives ignoring the terrible secret hidden in the golden bracelet on her hand. Her ""Father"" and Her ""brothers"", Abel and Arthur, love her dearly, but her ""mother"" considers her an intruder and doesn't manage to open her heart to the girl. Georgie grows up into a beautiful young girl, and both her ""brothers"" are deeply in love with her. Not knowing the truth, Georgie eventually falls in love with the handsome grandson of the British Governor. When Mother finally reveals the truth to her and condemns the girl for being an exile's daughter, Georgie leaves for Britain in search of her real parents - and for her love, who has also left Australia. Abel and Arthur follow her and the three are thrown into the cruel world of London aristocracy, lies and intrigues. 
",TV,"['TV Asahi', 'Asatsu DK']",['Tokyo Movie Shinsha'],7.26,2425.0,5168.0,5427.0,45.0,Manga,"Apr 9, 1983 to Feb 25, 1984",https://myanimelist.net/anime/2542/Lady_Georgie,False
22693,Lady Jewelpet,"['Fantasy', 'Magic', 'Romance', 'Shoujo']","Momona is an ordinary junior-high school student hailing from Jewel Land. At her cousin's wedding, she envies the bride, Lady Diana, due to the fact that she is marrying the cousin who she had a slight crush on. However, once she sees Lady Diana and her cousin together, Momona begins to like her, and accepts her as her cousin's bride. Just as Lady Diana is about to properly meet her and introduce herself, Momona is transported to a snowy place in Jewel Land where the ruler, Lady Jewel, is giving a speech to the Petit Ladies, girls who are chosen as Jewel Candidates to be the next Lady Jewel. Momona meets her partner and mentor, Ruby, a white rabbit, who will guide her through the tasks in becoming Lady Jewel. Whoever passes the most tasks wins and becomes the next Lady Jewel, but standing in her way is Lillian, a girl who also aims to win the title of Lady Jewel, so she can choose her brother, Cayenne, to be her King alongside her. Momona soon also begins to fall in love with Cayenne, yet Lillian doesn't want her to get too close to him. Cayenne also seems to harbor feelings for Momona, but who will be chosen in the end as Lady Jewel to decide it all? And will Momona and Lillian ever become true friends and will Cayenne and Momona ever be together? 
 
(Source: Wikipedia)",TV,"['TV Tokyo', 'Sotsu', 'MediaNet', 'Sanrio', 'Miracle Bus']","['Studio Comet', 'Zexcs']",7.65,1135.0,5303.0,4656.0,52.0,Original,"Apr 5, 2014 to Mar 28, 2015",https://myanimelist.net/anime/22693/Lady_Jewelpet,False
2227,Lady Lady!!,"['Drama', 'Historical']","Lynn lost her mother at the age of five and lives in with her father in England. Lynn's father is not able to be by her side all the time because of his busy schedule and Lynn is often left on her own. Despite having to endure the harsh loneliness, Lynn strives to protect her promise with her mother to become a strong and elegant lady. 
 
(Source: ANN)",TV,,['Toei Animation'],7.66,1466.0,6190.0,3420.0,21.0,Manga,"Oct 21, 1987 to Mar 23, 1988",https://myanimelist.net/anime/2227/Lady_Lady,False
37448,Ladyspo,"['Action', 'Comedy', 'Sci-Fi']",,TV,,,4.06,84.0,7286.0,1816.0,,Original,"Apr 10, 2018 to Jun 26, 2018",https://myanimelist.net/anime/37448/Ladyspo,False
670,Lamune,"['Drama', 'Romance', 'Slice of Life']","Lamune tells the story of a boy named Kenji and his childhood friend Nanami. Although, everyone seems to know that they have a relationship, neither are determined to push it anymore than close friends. The story goes through flashbacks, explaining why they are such close friends and any action doesn't seem to push them apart, but draw them closer. 
 
(Source: ANN)",TV,['Radix'],"['Trinet Entertainment', 'Picture Magic']",6.9,14487.0,2345.0,32309.0,12.0,Visual novel,"Oct 11, 2005 to Dec 27, 2005",https://myanimelist.net/anime/670/Lamune,False
36185,Lan Mo De Hua,"['Magic', 'Romance', 'School']","Gluttonous and tomboyish, Lan Mo is hardly anyone's ideal girl, but with a magical hair clip from a mysterious trinket shop that disappears the next day, she may be able to become just that. With its power, she can transform into a beautiful and feminine young lady, someone who may finally be able to catch the eye of her childhood friend and crush, Liu Yifeng. However, keeping the clip's secret proves difficult for Lan Mo when faced with Liu Yifeng's admirers and the mysterious stranger Xia An. And to further complicate matters, Lan Mo's possession of the hair clip may turn out to be more than just mere coincidence. 
 
[Written by MAL Rewrite]",ONA,['Colored-Pencil Animation Design'],,6.89,275.0,7247.0,1053.0,9.0,Web manga,"Jul 13, 2017 to Aug 14, 2017",https://myanimelist.net/anime/36185/Lan_Mo_De_Hua,False
24011,Lance N' Masques,['Fantasy'],"Eight words describe the feelings of Youtarou Hanabusa: ""I just want to live a normal life."" Unfortunately for him, as a member of the Knights of the World, his training in this ancient and international order has left him with a condition he calls ""White Knight Syndrome."" This condition causes Youtarou to instinctively act heroically and chivalrously whenever he encounters someone in danger. 
 
To protect his identity in such embarrassing moments, he carries a mask with him at all times. Then one day, he saves the life of Makio Kidouin, the young daughter of an elite and affluent family. Little does he know that this singular act of heroism will change his life forever. Soon, he is simultaneously blessed with a life in the lap of luxury and cursed with one of abnormality, for his new friend Makio lives a life far removed from the everyday. 
 
Between coping with the hijinks of six-year-old Makio, and dealing with a cast of odd friends and scheming enemies, Youtarou must protect his new friend while keeping his identity hidden as the masked hero Knight Lancer. 
 
[Written by MAL Rewrite]",TV,"['Pony Canyon', 'TBS', 'DAX Production', 'KlockWorx', 'Docomo Anime Store', 'NichiNare']",['Studio Gokumi'],5.64,13632.0,2120.0,37881.0,12.0,Light novel,"Oct 2, 2015 to Dec 18, 2015",https://myanimelist.net/anime/24011/Lance_N_Masques,False
2078,Landlock,"['Adventure', 'Fantasy', 'Sci-Fi']","The land of Zer’lue is in turmoil, ravaged by the technological might of Chairman Sana'ku and his evil, militaristic Zul’earth forces. In a rapidly unfolding story of treachery, deceit and betrayal, only one boy holds the power to defeat such overwhelming odds... a boy named Lue'der, who possesses a mysterious red eye and the ability to control the power of the wind itself. With the fate of the world at stake, Lue'der must learn to unlock his legendary power and battle against the evil which threatens to engulf his planet. 
 
(Source: ANN)",OVA,"['Tokyo Kids', 'Sega', 'Sanctuary']",,5.68,580.0,8503.0,1273.0,2.0,Unknown,"Jun 21, 1996 to Sep 27, 1996",https://myanimelist.net/anime/2078/Landlock,False
34151,Landreaall,"['Action', 'Adventure', 'Romance', 'Martial Arts', 'Fantasy']","Siscon. Power-phobia. Son of the great General Luccafort. Son of a general. Wether-crown. Fourth-in-line for succession. The titles, accolades, expectations, respect, and envy for DX Luccafort keeps coming. But all he wanted to do was win Marion's hand. Landreaall follows DX, his sister Lon, and his bodyguard/brother Rokkou as they leave their home in the countryside and brace themselves to take on whatever their famous last name brings them. 
 
(Source: MAL News)",OVA,,['Will Palette'],5.94,18.0,9155.0,1125.0,,Manga,"Feb 25, 2017",https://myanimelist.net/anime/34151/Landreaall,False
97,Last Exile,"['Action', 'Sci-Fi', 'Adventure']","In the world of Prester, flight is the dominant mode of transportation, made possible by Claudia Fluid: a liquidized form of the crystals that are produced on the planet. An organization known solely as ""the Guild"" has absolute authority over the skies, with a monopoly on the engines that make use of this fluid. Moreover, as ecological disasters destabilize the warring countries of Anatoray and Disith, the Guild also arbitrates in the disputes between the two. Caught in the middle of the conflict are Sky Couriers, piloting small, two-person vanships that fly freely through the sky. 
 
 Last Exile  follows the adventures of two teenagers who dream of surpassing their parents: Claus Valca, son of a famous vanship pilot, and Lavie Head, Claus' best friend and navigator. Their job as couriers entails passing through an air current called the Grand Stream that separates the hostile nations, which even standard airships struggle to survive. However, when they take on a high-rated delivery to bring an orphan girl named Alvis Hamilton to the battleship Silvana, they get dragged into a much greater conflict that pits them against the might of the Guild. 
 
[Written by MAL Rewrite]",TV,"['GDH', 'Victor Entertainment', 'TV Tokyo Music']",['Gonzo'],7.9,53498.0,810.0,122802.0,26.0,Original,"Apr 8, 2003 to Sep 30, 2003",https://myanimelist.net/anime/97/Last_Exile,False
21663,Last Orders,,"The 60-second film features six fierce samurai who rush through a post-futuristic megalopolis using the most unpredictable means of transport (including a kite!) as to make it on time for the last order at their favorite pub. 
 
(Source: Production I.G)",Special,,,5.7,,9475.0,1022.0,,,"Oct, 1997",https://myanimelist.net/anime/21663/Last_Orders,False
37254,Last Period: Owarinaki Rasen no Monogatari,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic']","""Period"" is how magic users called who beat ""Spiral""—monsters that were summoned from isolation. Due to the rise of these beings, 14-year-old apprentice Period Haru, who is a part of the Eighth Arc-end Division, is called to break the cycle and cast himself into the endless battle. However, a mysterious thievery occurred and sank the division into bankruptcy, forcing Haru and his other comrades have to leave their headquarters. To rebuild a branch, they have to overcome quest after quest. 
 
(Source: MAL News)",TV,['Egg Firm'],['J.C.Staff'],6.01,1723.0,2781.0,12957.0,12.0,Game,"Apr 12, 2018 to Jun 28, 2018",https://myanimelist.net/anime/37254/Last_Period__Owarinaki_Rasen_no_Monogatari,False
8111,Last Waltz: Hakudaku Mamire no Natsu Gasshuku,,"It was just supposed to be a summer training.... Yuki is a caretaker of the baseball club. She and other members stay at a training camp on the isolated island now. But one day, a civil war breaks out. Male teachers leave the island to see what's going on. However, they never come back. Several days later, they know that their ship is wrecked. Nothing to drink.... Nothing to eat.... They gradually lose their self-control.... 
 
(Source: ErogeShop)",OVA,,,6.41,,6113.0,4275.0,,,"Apr 30, 2010 to Oct 29, 2010",https://myanimelist.net/anime/8111/Last_Waltz__Hakudaku_Mamire_no_Natsu_Gasshuku,False
6172,Layton Kyouju to Eien no Utahime,['Mystery'],"Professor Hershel Layton—renowned archaeologist, puzzle-solver, and extraordinary gentleman—and his young aspiring apprentice Luke Triton receive a mysterious letter from his former student Janice Quatlane containing tickets to an opera at the Crown Petone. They soon discover that it is no ordinary opera, but rather a devious game for the legendary Fountain of Youth—the giver of eternal life. However, this only scratches the surface of an unfolding mystery that the pair must solve together in order to survive. 
  
Despite being faced with complex puzzles and fervent competition, Professor Layton and his trusted assistant Luke never forget to uphold the standards of true gentlemen... and a true gentleman never leaves a puzzle unsolved. 
 
[Written by MAL Rewrite]",Movie,,"['OLM', 'P.A. Works']",7.68,9657.0,3155.0,16964.0,1.0,Game,"Dec 19, 2009",https://myanimelist.net/anime/6172/Layton_Kyouju_to_Eien_no_Utahime,False
37023,Layton Mystery Tanteisha: Katri no Nazotoki File,"['Comedy', 'Kids', 'Mystery']","Professor Layton's daughter, Katrielle Layton, runs the Layton Detective Agency together with the talking dog Sherl and her assistant Ernest, and solves strange cases that happen everyday in London. Originally, she started the job with the purpose of finding her father, Hershel Layton, who had disappeared suddenly, but her incredible ability to solve puzzles made her well-known and she receives numerous requests. 
 
(Source: Layton Wiki)",TV,['Level-5'],['LIDENFILMS'],7.19,715.0,4080.0,7068.0,50.0,Game,"Apr 8, 2018 to Mar 31, 2019",https://myanimelist.net/anime/37023/Layton_Mystery_Tanteisha__Katri_no_Nazotoki_File,False
1013,Le Chevalier D'Eon,"['Historical', 'Magic', 'Mystery', 'Seinen', 'Supernatural']","In 18th century Paris, a coffin is found floating down the Seine River. It carries the corpse of noblewoman Lia de Beaumont: a spy of King Louis XV, and whose younger brother Charles d'Eon has just been knighted. When several disappearances occur throughout Paris, the young knight believes that they are somehow connected to his sister's death. Hoping to find her killers, d'Eon joins the secret police to investigate the incidents. 
 
Following the clues, they piece together that a conspiracy between members of the French and Russian nobility, spurred on by a cult, may be behind the disappearances. D'Eon concludes that Lia may have uncovered the truth while on a mission and was killed as a result. 
 
That night, the secret police are to arrest the Duke of Orléans on suspicion of being the mastermind. One of their own transforms into a demon called a Gargoyle and massacres the group. D'Eon attempts to rescue the sole survivor, only to find that he too has been transformed. During the ensuing battle, d'Eon is possessed by Lia's vengeful soul, who takes command of his body and slays the Gargoyle herself. In the aftermath, d'Eon must gather allies to discover the depth of this supernatural conspiracy. 
 
[Written by MAL Rewrite]",TV,"['WOWOW', 'Shochiku', 'Kodansha', 'Sakura Create']",['Production I.G'],7.32,10447.0,2042.0,39419.0,24.0,Original,"Jul 2, 2006 to Feb 23, 2007",https://myanimelist.net/anime/1013/Le_Chevalier_DEon,False
633,Legend of Basara,"['Adventure', 'Romance', 'Drama', 'Shoujo']","In a small village, twins are born: a boy, Tatara, and a girl, Sarasa. The prophet Nagi declares that Tatara is the chosen one who will free Japan from the tyrannical rule of the King and his four sons. But when the ruthless Red King slays Tatara, Sarasa must take on her brother's name and responsibilities and embark on a quest to free Japan and deliver vengeance to the Red King.  
 
(Source: ANN)",TV,['KSS'],,7.42,2600.0,4584.0,7415.0,13.0,Manga,"Apr 3, 1998 to Jun 26, 1998",https://myanimelist.net/anime/633/Legend_of_Basara,False
1150,Legend of Crystania,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Supernatural']","Dreams begin to haunt Lady Sheru -- dreams of her past life as Pirotesse. Her love, Ashram, is being tormented at the hands of the soul of Barbas posing as their former king, Beld of Marmo. Interpreting this as a plea for help, Sheru searches for a way to save him by entering the chaos realm using the Chaos Ring. Meanwhile, Redon and his friends are called to arms again as ancient creatures begin to appear after being sealed away for centuries. Both their paths will cross once again, and on their shoulders will the fate of Crystania lie.  
(Source: ANN)",OVA,"['Triangle Staff', 'Kadokawa Shoten', 'Marubeni']",,6.08,1146.0,6520.0,3041.0,3.0,Unknown,"Nov 21, 1996 to Apr 23, 1997",https://myanimelist.net/anime/1150/Legend_of_Crystania,False
600,Legend of Duo,"['Supernatural', 'Drama', 'Vampire', 'Shounen Ai']","The fate of mankind is doomed in the early 21st century due to losing ""purana,"" an essence of living force supporting all life forms. Not willing to witness the extinction of mankind, a vampire named Duo disclosed the secret of purana to humans, saving the latter from destruction. However, just like Prometheus in Greek mythology got punished for bringing fire to mankind, Duo is punished for breaking the taboo. The vampire sent to punish him is Zieg, Duo's best friend, or, more than the best friend. 
 
(Source: ANN)",TV,,"['Radix', 'Marine Entertainment']",5.05,3553.0,4464.0,8329.0,12.0,Original,"Apr 21, 2005 to Jun 27, 2005",https://myanimelist.net/anime/600/Legend_of_Duo,False
434,Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,"['Action', 'Adventure', 'Fantasy']","The young and beautiful Lemnear's home village is destroyed and her brother is taken away. Lemnear swears to kill the evil wizard Gardin who is responsible for the disaster. With her allies Lemnear goes on a journey to take her revenge. She doesn't know, though, that there is someone above Gardin...  
 
(Source: ANN) ",OVA,['81 Produce'],['AIC'],5.6,2143.0,5687.0,4247.0,1.0,Original,"Jul 25, 1989",https://myanimelist.net/anime/434/Legend_of_Lemnear__Kyokuguro_no_Tsubasa_Valkisas,False
6368,Legend of Regios,['Magic'],"Legend of Regios was originally the English speaking cut-scenes on TV, that the characters in the Chrome Shelled Regios series were watching. 
 
This special (which has been included with the DVD release of Chrome Shelled Regios) has reorganized the scenes, extended some, and has been re-dubbed completely in Japanese.  It's a side story within the Chrome Shelled Regios series.",Special,,['Zexcs'],6.61,1904.0,4715.0,7240.0,3.0,Unknown,"Mar 27, 2009 to May 29, 2009",https://myanimelist.net/anime/6368/Legend_of_Regios,False
1590,Legendz: Yomigaeru Ryuuou Densetsu,"['Action', 'Adventure', 'Fantasy', 'Comedy']","When a crafty toy company ""Wiz"" also known in this show as Dark Wiz Company, finds crystals with the faint DNA of monsters known as ""Legendz"" are found and made into a battle game. 
 
A young boy named Shu receives one these crystals known as ""soul figures"" from his father after a baseball game. Legendz rapidly became popular and more and more children played it. Wiz employeys start to track down Shu for his special soul figure, for his soul figure can revive real legendz not just the little kiddy digital images! How will Shu fight his way to victory and claim this soul figure as his own? 
 
(Source: TV.com) ",TV,,['Studio Gallop'],7.43,567.0,7867.0,1756.0,50.0,Unknown,"Apr 4, 2004 to Mar 27, 2005",https://myanimelist.net/anime/1590/Legendz__Yomigaeru_Ryuuou_Densetsu,False
671,Lemon Angel Project,"['Drama', 'Music']","Lemon Angel was once the greatest girl band of Japan, but then it broke up and most of its members vanished. When a music producer decides to put together a new Lemon Angel, average high schooler Tomo Minaguchi is approached to audition for the group. Little does she know of the mystery behind the original Lemon Angel... 
 
(Source: ANN) 
",TV,['Radix'],,6.75,2201.0,5046.0,6373.0,13.0,Other,"Jan 6, 2006 to Mar 31, 2006",https://myanimelist.net/anime/671/Lemon_Angel_Project,False
32031,Leopard Eyes,['Music'],"Official music video for TRIGGER's song  Leopard Eyes  also released on the album ""SECRET NIGHT."" The male idol group is primarily a rival to IDOLiSH7, the latter of which is also the name of the overall game franchise being adapted. ",Music,,['NAZ'],6.62,529.0,8298.0,1088.0,1.0,Game,"Dec 15, 2015",https://myanimelist.net/anime/32031/Leopard_Eyes,False
1695,Les Misérables: Shoujo Cosette,"['Slice of Life', 'Historical', 'Drama', 'Shoujo']","In 19th century France, a struggling single mother, Fantine, leaves her three-year-old daughter Cosette in the care of her new acquaintances, the Thernadiers. Unfortunately, Cosette's caretakers prove to be anything but loving, and the poor girl is subjected to repeated abuse and forced servitude. Still, she endures the torment in the hopes of seeing her mother once again. 
 
One night, while doing errands for her host family, Cosette is assisted by an honorable stranger named Jean Valjean. After a brief conversation with the young girl, Jean acknowledges her as the type of person he has been seeking and rescues her from the clutches of the Thernadiers. They make their way to a nearby town where Cosette enjoys a new life thanks to her savior. 
 
Under Jean's guidance, Cosette promises to help others with her newfound freedom. She pledges to heal the nation, ensuring that no one else suffers her fate. Though the road ahead is paved with tragedies left by the French Revolution, this idealistic girl will not rest until France is freed from poverty and suffering. 
 
[Written by MAL Rewrite]",TV,,['Nippon Animation'],7.97,3414.0,3462.0,13216.0,52.0,Novel,"Jan 7, 2007 to Dec 30, 2007",https://myanimelist.net/anime/1695/Les_Mis%C3%A9rables__Shoujo_Cosette,False
1908,Lesson XX,"['Romance', 'Shounen Ai']","The story of Lesson XX has a sweet feel to it. It revolves around two boys, Shizuka and Sakura who are friends at a coed boarding school. One day, Shizuka happens to notice Sakura’s sheer beauty when he dives in to take a hit from a baseball. After some mixed up thoughts of who Sakura likes, Shizuka tells him he wishes to kiss him as a joke. But Sakura doesn’t care; he still insists that the two kiss under the starry sky. After this incident, Shizuka thinks it’s best for the two to be away from each other, so as to sort out their thoughts and real feelings. A classic shounen ai/yaoi, incorporating love, misunderstanding, violence and somewhat angst with a sweet end to it.  
 
(Source: ANN)",OVA,['Daiei'],,6.05,2687.0,5230.0,5416.0,1.0,Novel,"Apr 7, 1995",https://myanimelist.net/anime/1908/Lesson_XX,False
5132,Let's Nupu Nupu,"['Comedy', 'Ecchi', 'School']","With four-frame comic origins, this animated title preserves the same quick pace by following the regular cast of colorful characters through separate but interwoven story lines in every episode. From Ms. Shitara's relentless but always ineffective sexual pursuit of young Takagi to the adventures of the heroicly stupid but cute Sushi Cat, you will be mystified at the silliness of it all but find yourself laughing for the same reason!  
 
(Source: AniDB) 
",TV,"['TBS', 'Kodansha']","['Ajia-Do', 'Group TAC']",6.34,1031.0,7263.0,2186.0,16.0,4-koma manga,"Oct 5, 1998 to Nov 2, 1998",https://myanimelist.net/anime/5132/Lets_Nupu_Nupu,False
9834,Level E,"['Sci-Fi', 'Comedy', 'Shounen']","In the present day, hundreds of extraterrestrial species walk the Earth. Some are pacifistic, others violent. Some are here for research purposes, others are career criminals. However, humans don't know they are here. 
 
Now, one more alien has arrived on Earth. One of the universe's foremost geniuses with a personality that's bound to attract all sorts of trouble. 
 
(Source: AniDB)",TV,"['Aniplex', 'TV Tokyo Music', 'Sony Music Entertainment', 'Sakura Create']","['Studio Pierrot', 'David Production']",7.53,29833.0,1441.0,65127.0,13.0,Manga,"Jan 11, 2011 to Apr 5, 2011",https://myanimelist.net/anime/9834/Level_E,False
39574,Levius,,"As society rises from the ashes of war, cybernetically augmented arena fighters battle for fame and fortune... or die trying. 
 
It's the 19th century, and the world has entered the Era of Rebirth, recovering from the devastating flames of war. The sport of mechanical martial arts has galvanized the nations. Cybernetically augmented fighters turn their blood into steam and their bodies into brutal fighting—and killing—machines. 
 
Young Levius is one of those arena battlers, hell-bent on winning in order to simply survive.  
 
(Source: VIZ Media)",,,,,,5628.0,5298.0,,,"Nov 28, 2019",https://myanimelist.net/anime/39574/Levius,False
6305,Life no Color,"['Music', 'School']","In a town where discrimination based on colors is in place. A boy wearing red who is at the bottom of the society. A girl who passes him every time he is attending night high school. In the past, she had encountered the boy who scribbled on a wall. The girl who has understood the meaning of the message. At that time, what was the meaning of the girl's smile to the boy. Two people who have passed each other on countless occasions pass each other again in this short Boy Meets Girl animation.  
 
(Source: AniDB) ",Movie,['GODxDOG Production'],,5.62,879.0,8021.0,1725.0,1.0,Unknown,"Jan 25, 2003",https://myanimelist.net/anime/6305/Life_no_Color,False
12661,Light Lag,,Music video from DECO*27.,Music,,,6.66,,9015.0,1271.0,,,"Jul 27, 2011",https://myanimelist.net/anime/12661/Light_Lag,False
3258,Lily C.A.T.,"['Space', 'Horror', 'Sci-Fi']","The Deep Sleep Capsules, technology that has allowed man to reach out to the stars. These chambers slow the aging process by 95%. A 20-year trip passes, and the traveler has only aged 1 year. It definitely has its advantages, but after you've been on a few trips, it sure gets very lonely. 
 
Right now, however, that's not the big issue. The year is 2264. The Syncam Corporation has sent the Saldes and its crew of 13 (and 1 cat) out into deep space to explore the potential of a newfound planet 20 years away. Soon after they awaken from their stasis, however, things are happening one after another. First, the crew learns that two of the crew are not who they claim to be. Then, one by one, crewmembers die suddenly. Then, the ship begins to turn against them. And as if it couldn't get any worse, they find another mess on their hands and it is ugly. 
 
What was supposed to be a simple exploratory mission has become a struggle for survival in the depths of space. 20 years from home, they're all alone and no one can hear them scream. 
 
(Source: AnimeNfo)",Movie,['Victor Entertainment'],['Studio Pierrot'],6.06,1350.0,6193.0,2948.0,1.0,Original,"Sep 1, 1987",https://myanimelist.net/anime/3258/Lily_CAT,False
2308,Lime-iro Ryuukitan X,"['Harem', 'Historical', 'Supernatural', 'Drama', 'Ecchi', 'Mecha']","It was Meiji 38 (1905), the Russo-Japanese War that had begun since the previous year was getting hard. In this severe circumstance, they reorganized the Raimu Squad. The members of the Raimu Squad were the girls. They were just like other ordinary girls who went to schools and yearned for love, except that they had ""Raimu."" 
 
Inukai Tsuyoshiro was a young man who was newly chosen to be the leader of the squad. He was ambitious to fight for Japan. 
 
When the young man met the five girls, the new chapter of ""Raimu"" began. 
 
(Source: AnimeNfo)",TV,['KSS'],['A.C.G.T.'],5.7,455.0,6866.0,2684.0,13.0,Visual novel,"Jan 5, 2005 to Mar 30, 2005",https://myanimelist.net/anime/2308/Lime-iro_Ryuukitan_X,False
1097,Lime-iro Senkitan,"['Drama', 'Ecchi', 'Harem', 'Historical', 'Mecha', 'Supernatural']","Around the the 37th year of the Meiji Era (1904), in the midst of the Russo-Japanese war, the small Japanese army, in need of assistance, uses its special flying (thanks to a benevolent demon) ship, the Amanohara, to attack Russia's major base at Port Arthur (Lushun). 
 
Umakai Shintaro, a Russian diplomat originally from Japan, defects and goes to Sapporo to teach at a girls academy. However, that girls academy is not typical—it is on board the Amanohara, and the five girls Shintaro teaches are known as the Raimu Unit—girls with the ability to summon powerful beings to fight for them. Shintaro eventually becomes their teacher and general in battle, and so the six embark on a weird and excessively erotic journey, as Shintaro helps the girls overcome their weaknesses, become stronger for the final stand at Lushun, and also understand the motives of the ""Russian Spiritual Corps"" that assist the opponent, which, unfortunately, has one member whom Shintaro knew well... 
 
(Source: ANN)",TV,"['KSS', 'Soft Garage']",['Studio Hibari'],6.1,2322.0,4688.0,7334.0,13.0,Visual novel,"Jan 4, 2003 to Mar 29, 2003",https://myanimelist.net/anime/1097/Lime-iro_Senkitan,False
16906,Line Offline: Salaryman,['Comedy'],"The anime shorts are set in the fictional Line Corporation with a motley crew of idiosyncratic workers. There is the narcissistic section head and president's son James, the subsection head Moon (who is always gone somewhere but somehow gets his work done), the quiet but kindhearted subsection head Brown, and the subordinate Connie who is in an endless loop of yo-yo diets and weight gains. 
 
(Source: ANN)",TV,"['TV Tokyo', 'Shogakukan Productions', 'Half H.P Studio']",['Shogakukan Music &amp; Digital Entertainment'],6.75,350.0,8561.0,1388.0,114.0,Unknown,"Jan 8, 2013 to Oct 1, 2013",https://myanimelist.net/anime/16906/Line_Offline__Salaryman,False
39675,Ling Long: Incarnation,,"In the not-too-distant future, the human world has long been overpopulated. Humanity marched to the stars in search of a new home, and just as this was going on, the moon's alignment caused massive earthquakes to ripple across the world, lasting several decades. Humanity was demolished. When the land finally recovered, humanity reemerged to face this strange yet familiar world. Will we, who once lorded over this domain, still remain the masters of this world? 
 
(Source: Yu Alexius Anime Portal)",,,,,,8954.0,1301.0,,,"Jul 13, 2019 to ?",https://myanimelist.net/anime/39675/Ling_Long__Incarnation,False
33605,Ling Qi,"['Action', 'Comedy', 'Supernatural', 'Magic', 'Shounen Ai']","Low on luck after a series of unfortunate events, You Keika works part-time to try bringing himself out of a life of poverty. After a strange encounter with a white-haired man in a junkyard, You wakes up to discover that he was killed in a sudden accident and has become a spirit. The man he had encountered, Tanmoku Ki, is revealed as the 13th Youmeshi of the Tanmoki, the highest-ranking exorcist family of China. Noticing the wandering spirit, he offers You the opportunity to form a pact: he will offer You protection from humans and in return, You will have to become his spirit shadow, keeping him safe and guarded at all times. 
 
From then on, the two face untold challenges in the spiritual world, striving to keep those around them safe from harmful spirits. Along the way, the pact they formed grows into something more; a bond that neither of the two ever expected. Behind their roles as master and servant, a lingering admiration begins to emerge. 
 
[Written by MAL Rewrite]",ONA,['Tencent Animation'],['Haoliners Animation League'],7.12,8958.0,1946.0,35057.0,20.0,Web manga,"Jun 21, 2016 to Nov 1, 2016",https://myanimelist.net/anime/33605/Ling_Qi,False
1995,Lingerie Senshi Papillon Rose,"['Ecchi', 'Magic', 'Sci-Fi', 'Parody']","Tsubomi is a savvy and horny school girl who works at a lingerie club, a gentlemen's bar where scantily clad young women serve drinks to the patrons. She is useless at her job but is blackmailing her boss so she won't get fired. One day she runs into a gorgeous young man who she takes to bed. She meets into a perverted talking cat with a butterfly on its forehead, who recruits her to be a magical soldier. She has to fight off a dominatrix elf woman called Beene, a minion of Regina Apis, a matriarch bent on chaos and forming her new Dynasty. Tsubomi is learning of her powers when she is rescued by an oddly familiar masked man, known only as Dandelion. The plot of this anime is completely farcical and parodies the magical girl genre and Sailor Moon in particular.  
 
(Source: ANN)",OVA,['Studio Kelmadick'],,4.9,2213.0,5428.0,4842.0,1.0,Unknown,"Apr 25, 2003",https://myanimelist.net/anime/1995/Lingerie_Senshi_Papillon_Rose,False
